BER_SPO1/18/11,BER_SPO2/18/11,OSNR_SPO1/18/11,OSNR_SPO2/18/11,Ampli1_InputPower,Ampli1_OutputPower,Ampli2_InputPower,Ampli2_OutputPower,Ampli3_InputPower,Ampli3_OutputPower,Ampli4_InputPower,Ampli4_OutputPower,LT
-12.19804495,-12.77272815,22.1,22.2,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.1836069,-13.05840315,22.2,22.1,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.19313668,-12.77149526,22.1,22.1,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.16328139,-12.78179241,22.2,22,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.15783501,-12.77856093,22.1,22.1,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.19353161,-12.77678983,22,22.3,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.17806845,-12.79771072,22.3,21.9,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.44392383,-12.77371556,21.9,22.1,-11.3,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-12.60900097,-12.90294676,22.3,22.3,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.78168403,-17.40545006,32.2,29.8,-11.3,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.74545509,-17.33549148,33.9,29.5,-11.3,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.75108891,-17.34227116,31.1,30.2,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.7914402,-17.41637913,33.7,30.6,-11.3,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.77974416,-17.35252766,34.2,29.4,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.78557508,-17.35597001,33.1,29.2,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.80327466,-17.39463915,32.4,29.5,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.82737221,-17.32875744,31,29.6,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.75297392,-17.31211812,35,29.2,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.75865038,-17.37687669,32.2,30,-11.3,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.81124283,-17.35252766,34.4,29.3,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.73985284,-17.38749626,31.3,29.4,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.74358418,-17.35252766,34,29.8,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.76435925,-17.33887557,34.5,29.1,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.77394705,-17.37336175,33,28.8,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.76054972,-17.36636871,33,29.7,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.76435925,-17.34227116,34,29.8,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-17.07001356,-17.36636871,33.2,29.3,-11.3,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.76245267,-17.33549148,34.6,29.6,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.80725081,-17.29575115,34.4,29.4,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.80725081,-17.36636871,32.7,29.9,-11.3,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.80327466,-17.30553915,34.6,29.3,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.80327466,-17.29250965,30.9,31.7,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.8012925,-17.36636871,33.7,29.4,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.80725081,-17.31211812,34.9,29.3,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.78948134,-17.28605802,32.3,30.4,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.84998366,-17.33887557,33.2,29.5,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.81525085,-17.31211812,34.1,30,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.77974416,-17.27010872,32.3,29.7,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.82129317,-17.31874067,34,29.6,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.80327466,-17.28927863,34.1,29.4,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.78362766,-17.31874067,34.1,29,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,2.9,0
-16.81324483,-17.31874067,33.8,29.1,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.84583428,-17.28284774,34.5,29.2,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.80327466,-17.33549148,31.5,29.8,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.80725081,-17.35942424,33.7,29.7,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-17.1232176,-17.35252766,34.4,29.9,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.82737221,-17.36985912,33.7,29.6,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.80327466,-17.38394386,34,29.5,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.83553552,-17.36289045,33.8,29.8,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,2.9,0
-16.79536948,-17.40907983,32.7,28.8,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.77010089,-17.36289045,34,29.1,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.78948134,-17.36985912,31.6,30.3,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.81324483,-17.38040403,33.3,31.2,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.80327466,-17.36985912,33.5,30,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.7914402,-17.36636871,34,29.1,-11.3,3.9,-11.1,4,-12.7,2.6,-12.3,2.9,0
-16.80526076,-17.39463915,32.7,30.2,-11.2,3.9,-11,4,-12.7,2.6,-12.3,3,0
-16.83348844,-17.30882323,31.9,32,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.82534176,-17.33887557,33,31,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.82331541,-17.39463915,33.6,29.3,-11.2,3.9,-11.1,4,-12.7,2.6,-12.2,3,0
-16.83553552,-17.35942424,32.1,29.7,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.79733993,-17.38040403,31.5,29.4,-11.3,3.9,-11.1,4,-12.7,2.6,-12.3,2.9,0
-16.79733993,-17.37336175,31,30.2,-11.3,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.74732951,-17.36985912,32.6,29.4,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-16.72690168,-17.36289045,34.1,29,-11.2,3.9,-11.1,4,-12.7,2.6,-12.3,3,0
-13.8244504,-17.36289045,32.6,30.4,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.15429647,-12.87218849,22.1,22,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.14067824,-12.80576591,22.3,22.2,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.14253462,-12.78954065,22,22.1,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.17302479,-12.79623012,22.3,22.2,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.18022948,-12.81296874,22.1,22.1,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.16391394,-12.79273594,22,22.2,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.17787399,-12.81044001,22.4,22.1,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.19014024,-12.82329636,22.2,22.1,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.1688154,-12.80638544,22,22,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.16889247,-12.79500397,22.1,21.9,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.17849639,-12.82850045,22.1,22,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.16077428,-12.8099643,22.2,22.1,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.16358803,-12.80387328,22.2,22.2,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.17451584,-12.82274038,22.4,22.1,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.17935282,-12.81282197,21.9,22.1,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-12.1763391,-12.80216571,22.3,22.1,-21.3,0.7,-14.3,0.9,-15.8,0.6,-14.3,1.2,3
-12.19102641,-13.10521132,22.2,22.2,-21.3,0.7,-14.3,0.9,-15.8,0.7,-14.3,1.2,3
-16.71957564,-17.04950002,30.5,28.4,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.74358418,-17.01213577,31,30.3,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-16.77780806,-17.0726076,32.2,28.5,-11.1,4.1,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.81124283,-17.09360574,31,28.5,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-16.74732951,-17.03688951,31.2,28.7,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.78557508,-17.04191465,30.6,28.9,-11.1,4.1,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.8294068,-17.03939892,31.7,29.3,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-16.8012925,-17.01949777,31.7,29.3,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.84376602,-17.06227159,31.4,29.4,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.87311824,-17.06484559,32.9,28.7,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.89245289,-17.03438638,31,28.7,-11.1,4.1,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.86675554,-17.08043032,30.5,29.1,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-16.8562402,-17.09095673,29.8,29.2,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.94591773,-17.06484559,32.3,28.3,-11.1,4.1,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.91882804,-17.09626179,30.7,28.1,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.89898175,-17.05458909,31.3,29.2,-11.1,4.1,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.9099588,-17.02691437,30.6,29.4,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-16.99998496,-17.10159513,30.3,29.5,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.9528064,-17.04191465,30.8,28.6,-11.1,4.1,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.91216875,-17.04443672,31.2,28.6,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-16.9903695,-17.11776799,31.4,29.5,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.96206572,-17.04696517,31.2,28.6,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-16.96439401,-17.04950002,30.5,28.2,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-17.03688951,-17.13420672,30.8,28,-11.1,4.1,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-17.00240334,-17.09360574,31.7,28.2,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-17.03438638,-17.09360574,31.2,28.4,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-17.07781594,-17.17077901,32.7,28.4,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-17.08043032,-17.12869706,30,28.2,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-17.04950002,-17.08831472,30.9,28.3,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-17.04191465,-17.14252854,31.1,28.9,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-17.05458909,-17.12048908,33.6,29.4,-11.1,4.1,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-17.02443605,-17.42373211,32.6,29.2,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-17.07781594,-17.08831472,30.6,29.6,-11.1,4.1,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-17.05714337,-17.07001356,31.2,28.5,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-17.0318895,-17.08567968,30.9,28.6,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-17.03939892,-17.04696517,30.8,28.9,-11.1,4.1,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-17.02443605,-17.02691437,30.1,28.5,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-17.05714337,-17.12869706,30.6,28.5,-11.1,4.1,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.97376176,-17.02939884,30.4,29.3,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-17.02939884,-17.04950002,31.6,28.3,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-17.05204132,-17.09360574,29.9,28.5,-11.1,4.1,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-17.00240334,-17.01458376,31.4,28.2,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-17.02691437,-16.97141158,30,28.4,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.99516567,-17.05970419,30.3,28.5,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-17.01703774,-16.97141158,32.5,28.6,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.99276471,-16.98084562,32.9,28.1,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-17.03688951,-17.02939884,31,28.6,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-16.99757241,-16.94591773,32.2,28.6,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.91882804,-16.94135152,30.5,29.6,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-16.90555351,-17.03438638,30.3,28.1,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.92553198,-17.24510741,30.7,28.5,-11.1,4.1,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-16.92329234,-17.01703774,30.6,28.6,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-16.93454105,-17.01213577,30.5,28.7,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-16.91438359,-16.99516567,32.9,28.4,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.89680072,-17.03688951,31.4,28.4,-11.1,4.1,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.90555351,-17.28284774,30.5,27.9,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-16.89462444,-17.00482758,30.1,28.9,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.1,0
-16.9505049,-17.09095673,31.6,28.9,-11.1,4,-10.8,4.3,-12.4,2.8,-12.1,3.2,0
-16.89898175,-17.02443605,32.1,28,-11.1,4,-10.8,4.3,-12.4,2.8,-12,3.2,0
-16.9528064,-16.99998496,29.2,28.7,-11,4.2,-10.7,3.9,-12.4,2.9,-11.9,3.3,0
-16.87952167,-17.0318895,30.6,28.6,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.93228116,-16.71230288,28.8,28.1,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.66282283,-16.70328569,30.2,28.7,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.6890252,-16.79536948,30,28,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.6819705,-16.71230288,29.2,27.7,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.52606389,-16.78362766,29.6,28.3,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.60911865,-16.77010089,30,27.9,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.66282283,-16.69791415,29.7,27.6,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.67322153,-16.72323195,30.5,27.6,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.68549163,-16.73799237,29.4,28.4,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.67846172,-16.71593265,29.8,28.2,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.69613002,-16.72506514,29.9,27.8,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.71593265,-16.75108891,31.6,27.6,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.73058493,-16.68549163,29.6,28.3,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.72690168,-16.69791415,29.7,28.5,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.71775249,-16.69079668,29.4,28.9,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.74545509,-16.63897161,30.9,27.8,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.77202212,-16.66800866,29.3,27.9,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.79931426,-16.65938048,30.1,28,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.80327466,-16.63226018,31.9,27.9,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.73985284,-16.72323195,30.8,27.5,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.76245267,-16.63058933,30.6,27.4,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.79536948,-16.6925713,29.8,28,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.819275,-17.09095673,30.2,27.9,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.819275,-16.70688282,31.2,28.1,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.8172609,-16.71775249,29.8,28,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.84583428,-16.82331541,29.6,28.3,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.7914402,-16.71957564,31.9,27.8,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.79733993,-16.72506514,30.8,27.8,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.79340291,-16.7914402,28.7,27.8,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.80526076,-16.72140213,29.1,27.7,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.76435925,-16.71411612,29.5,28.3,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.79733993,-16.71593265,29.8,28.9,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.83553552,-16.6925713,29.4,27.9,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.8172609,-16.74732951,30.6,28,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.78948134,-16.71411612,30.8,27.8,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.82331541,-16.68725685,29.6,27.9,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.84170204,-16.79733993,29.3,28,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.79733993,-16.77202212,29.7,27.7,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.83144554,-16.73985284,29.7,27.8,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.88596638,-16.819275,29.8,27.8,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.82129317,-16.78557508,29.8,29.5,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.6819705,-16.75865038,31,27.7,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.55350464,-16.84583428,29.5,28.7,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.59130441,-16.76245267,29.2,28.1,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.58013111,-16.76054972,29.6,27.5,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.65594995,-16.8294068,29.2,28.3,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.66282283,-16.77202212,29.3,28,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.65253114,-16.74920744,30.1,27.8,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.67671194,-16.82737221,30.2,27.8,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.64403491,-16.75675465,30.1,28.4,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.60422866,-16.82331541,29.5,27.2,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.66974327,-16.8294068,30.3,27.9,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.58013111,-16.80526076,30.2,27.6,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.62393373,-16.83553552,31.8,27.8,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.63561026,-16.83144554,32.2,27.9,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.58331076,-16.84998366,30.1,28.1,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.65082611,-16.84790682,29.7,28,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.74545509,-16.82534176,29.3,27.5,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.72323195,-16.8562402,29.3,28.9,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.77202212,-16.85415033,29.7,27.6,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.74920744,-16.84790682,30.3,27.7,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.77010089,-16.82534176,30.9,28,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.78948134,-16.91216875,29.6,27.9,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.75297392,-16.86253613,29.5,28,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.82331541,-16.86887194,29.6,28.2,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.8562402,-17.19396845,30.1,27.7,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.82331541,-16.86253613,29.7,27.9,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.8562402,-16.84998366,29.6,28,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.88596638,-16.91882804,29.7,27.6,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.8562402,-16.8294068,29.8,27.7,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.36144191,-16.82737221,31.2,28.2,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.66454845,-16.85415033,30.6,27.8,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.40711195,-16.83758681,29.4,27.6,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.37557188,-16.819275,29.5,27.9,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.3820612,-16.84998366,29.6,27.8,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.40844795,-16.82737221,29.3,27.4,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.62393373,-16.88381352,30.2,28,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.59291084,-16.86253613,29.1,28.1,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.60098191,-16.89680072,29.8,29,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.605856,-16.84998366,30.7,28,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.61897094,-16.8172609,31.1,28.2,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.61567605,-16.87738263,30.6,28.1,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.63728952,-16.89898175,29.8,27.9,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.66110017,-16.86043308,30.1,28.1,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.75108891,-16.83758681,30.8,29,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.75675465,-16.87952167,29.9,28.8,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.75865038,-16.87738263,30.2,27.9,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.78362766,-16.87524816,30.3,28.6,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.76435925,-17.19396845,30.9,28.2,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.71049293,-16.87738263,29.6,27.9,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.72323195,-16.89898175,30.2,28.1,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.76435925,-16.9505049,30.2,27.8,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.76818334,-16.9099588,30.7,28.3,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.70508264,-16.94135152,30.3,28.4,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.77780806,-16.93228116,29.5,27.8,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.77587569,-16.95974284,29.9,28.1,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.76054972,-16.9528064,31,28.4,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
-16.72874161,-16.9505049,30.4,27.9,-11.3,3.8,-11.1,4,-12.7,2.5,-12.4,2.9,0
